  913.0,    790,   11.2,   -3.8,     35,   3.18  
  899.4,    914,   10.6,   -4.8,     34,   3.00  
  868.0,   1208,    9.0,   -7.0,     32,   2.62  
  866.9,   1219,    9.3,   -7.5,     30,   2.53  
  861.0,   1275,   11.2,   -9.8,     22,   2.12  
  850.0,   1382,   11.2,  -10.8,     20,   1.98  
  840.0,   1481,   12.4,  -10.6,     19,   2.04  
  835.7,   1524,   12.3,  -10.8,     19,   2.02  
  805.6,   1829,   11.3,  -12.2,     18,   1.87  
  776.7,   2134,   10.3,  -13.6,     17,   1.73  
  769.0,   2217,   10.0,  -14.0,     17,   1.69  
  748.6,   2438,    8.0,  -14.2,     19,   1.71  
  725.0,   2702,    5.6,  -14.4,     22,   1.74  
  721.3,   2743,    5.6,  -14.9,     21,   1.68  
  700.0,   2988,    5.4,  -17.6,     17,   1.38  
  694.9,   3048,    5.4,  -20.4,     14,   1.09  
  689.0,   3117,    5.4,  -23.6,     10,   0.83  
  644.3,   3658,    0.8,  -33.4,      6,   0.36  
  637.0,   3750,    0.0,  -35.0,      5,   0.31  
  619.9,   3962,   -1.7,  -35.4,      6,   0.30  
  596.2,   4267,   -4.0,  -36.1,      6,   0.30  
  551.5,   4877,   -8.8,  -37.3,      8,   0.28  
  533.0,   5144,  -10.9,  -37.9,      9,   0.28  
  516.0,   5391,  -12.9,  -27.9,     27,   0.75  
  500.0,   5630,  -14.9,  -30.9,     24,   0.58  
  469.7,   6096,  -19.2,  -31.4,     33,   0.59  
  431.0,   6738,  -25.1,  -32.1,     52,   0.60  
  400.0,   7280,  -28.1,  -42.1,     25,   0.24  
  398.0,   7315,  -28.4,  -42.4,     25,   0.23  
  381.2,   7620,  -30.6,  -44.6,     24,   0.19  
  360.0,   8025,  -33.5,  -47.5,     23,   0.15  
  305.6,   9144,  -43.2,  -55.4,     25,   0.07  
  300.0,   9270,  -44.3,  -56.3,     25,   0.06  
  266.1,  10058,  -50.5,  -60.5,     29,   0.04  
  250.0,  10470,  -53.7,  -62.7,     32,   0.03  
  242.2,  10668,  -55.3,  -64.2,     32,   0.03  
  200.0,  11870,  -65.1,  -73.1,     32,   0.01  
  185.0,  12342,  -67.7,  -74.7,     36,   0.01  
  180.4,  12497,  -64.8,  -72.4,     35,   0.01  
  176.0,  12646,  -62.1,  -70.1,     33,   0.02  
  163.2,  13106,  -65.1,  -72.5,     35,   0.01  
  156.0,  13383,  -66.9,  -73.9,     37,   0.01  
  155.3,  13411,  -66.9,  -73.9,     37,   0.01  
  150.0,  13620,  -67.1,  -74.1,     37,   0.01  
  147.6,  13716,  -67.0,  -74.1,     36,   0.01  
  128.0,  14577,  -65.9,  -73.9,     32,   0.01  
  114.6,  15240,  -68.1,  -75.3,     35,   0.01  
  111.0,  15433,  -68.7,  -75.7,     36,   0.01  
  103.6,  15850,  -67.0,  -74.6,     33,   0.01  
  100.0,  16060,  -66.1,  -74.1,     32,   0.02  
   98.5,  16154,  -66.3,  -74.3,     32,   0.02  
   96.9,  16251,  -66.5,  -74.5,     32,   0.02  
   88.9,  16778,  -62.5,  -70.5,     33,   0.03  
   73.4,  17951,  -65.7,  -73.7,     32,   0.02  
   70.0,  18240,  -64.3,  -72.3,     33,   0.03  
   69.5,  18288,  -63.8,  -71.9,     32,   0.03  
   65.7,  18633,  -60.3,  -69.3,     30,   0.05  
   60.7,  19125,  -62.7,  -71.7,     29,   0.04  
   60.0,  19202,  -62.6,  -71.6,     29,   0.04  
   57.1,  19507,  -62.0,  -71.0,     29,   0.05  
   51.7,  20117,  -60.9,  -69.9,     29,   0.06  
   50.0,  20330,  -60.5,  -69.5,     30,   0.07  
   44.7,  21031,  -60.3,  -69.9,     27,   0.07  
   42.5,  21336,  -60.1,  -70.0,     26,   0.07  
   41.5,  21491,  -60.1,  -70.1,     26,   0.07  
   33.1,  22921,  -54.3,  -65.3,     25,   0.18  
   30.0,  23550,  -55.3,  -66.3,     24,   0.17  
   20.0,  26130,  -55.5,  -66.5,     24,   0.25  
   18.8,  26518,  -56.0,  -67.0,     24,   0.25  
   18.3,  26695,  -56.3,  -67.3,     24,   0.24  
   16.3,  27432,  -53.7,  -65.6,     22,   0.34  
   14.3,  28281,  -50.7,  -63.7,     20,   0.51  
   11.7,  29566,  -51.0,  -64.0,     20,   0.59  
   10.2,  30480,  -51.3,  -64.3,     20,   0.66  
   10.1,  30543,  -51.3,  -64.3,     20,   0.67  
