  916.0,    790,   -3.5,   -8.5,     68,   2.21  
  905.0,    885,   -2.5,  -10.5,     54,   1.91  
  901.7,    914,   -1.2,  -10.1,     51,   1.98  
  878.0,   1128,    8.0,   -7.0,     34,   2.59  
  868.3,   1219,    9.0,   -9.1,     27,   2.22  
  850.0,   1394,   10.8,  -13.2,     17,   1.63  
  836.8,   1524,   10.2,  -14.4,     16,   1.50  
  831.0,   1582,   10.0,  -15.0,     16,   1.44  
  815.0,   1744,   11.2,  -16.8,     12,   1.27  
  806.6,   1829,   10.6,  -17.6,     12,   1.19  
  777.2,   2134,    8.3,  -20.7,     11,   0.95  
  748.9,   2438,    6.0,  -23.7,     10,   0.76  
  721.6,   2743,    3.7,  -26.7,      9,   0.60  
  700.0,   2992,    1.8,  -29.2,      8,   0.49  
  669.0,   3353,   -1.4,  -29.3,     10,   0.51  
  643.8,   3658,   -4.2,  -29.4,     12,   0.52  
  632.0,   3806,   -5.5,  -29.5,     13,   0.53  
  612.0,   4057,   -7.7,  -21.7,     32,   1.11  
  595.4,   4267,   -9.2,  -24.1,     29,   0.92  
  572.1,   4572,  -11.4,  -27.7,     25,   0.69  
  549.7,   4877,  -13.5,  -31.3,     21,   0.51  
  500.0,   5600,  -18.7,  -39.7,     14,   0.24  
  480.0,   5903,  -20.5,  -46.5,      8,   0.12  
  467.3,   6096,  -22.2,  -47.3,      8,   0.11  
  411.8,   7010,  -30.2,  -51.2,     11,   0.08  
  400.0,   7220,  -32.1,  -52.1,     12,   0.08  
  377.2,   7620,  -35.5,  -54.3,     13,   0.06  
  360.7,   7925,  -38.1,  -55.9,     14,   0.05  
  301.6,   9144,  -48.4,  -62.5,     18,   0.03  
  300.0,   9180,  -48.7,  -62.7,     18,   0.03  
  274.3,   9754,  -53.3,  -66.3,     19,   0.02  
  250.0,  10350,  -58.1,  -70.1,     20,   0.01  
  237.6,  10668,  -59.0,  -70.6,     21,   0.01  
  224.0,  11038,  -60.1,  -71.1,     22,   0.01  
  205.4,  11582,  -57.8,  -69.6,     21,   0.02  
  205.0,  11595,  -57.8,  -69.5,     21,   0.02  
  200.0,  11750,  -57.1,  -69.1,     20,   0.02  
  186.5,  12192,  -56.5,  -69.3,     18,   0.02  
  183.0,  12312,  -56.3,  -69.3,     18,   0.02  
  150.0,  13560,  -60.9,  -72.9,     19,   0.01  
  146.2,  13716,  -61.2,  -73.1,     19,   0.01  
  145.0,  13769,  -61.3,  -73.2,     19,   0.01  
  114.2,  15240,  -64.1,  -75.5,     20,   0.01  
  103.5,  15850,  -65.3,  -76.4,     20,   0.01  
  100.0,  16060,  -65.7,  -76.7,     20,   0.01  
   98.5,  16154,  -66.1,  -76.9,     21,   0.01  
   92.9,  16506,  -67.5,  -77.5,     23,   0.01  
   70.0,  18230,  -63.3,  -74.3,     21,   0.02  
   67.7,  18437,  -60.9,  -72.9,     19,   0.03  
   61.3,  19049,  -64.7,  -75.7,     21,   0.02  
   51.5,  20117,  -63.3,  -74.3,     21,   0.03  
   50.0,  20300,  -63.1,  -74.1,     21,   0.03  
   44.5,  21031,  -58.2,  -71.0,     18,   0.06  
   43.9,  21112,  -57.7,  -70.7,     18,   0.06  
   42.4,  21336,  -57.5,  -70.5,     18,   0.07  
   30.0,  23530,  -55.3,  -68.3,     18,   0.13  
   28.9,  23774,  -54.6,  -67.8,     18,   0.14  
   27.5,  24079,  -53.8,  -67.3,     18,   0.16  
   25.0,  24698,  -52.1,  -66.1,     17,   0.21  
   23.9,  24994,  -52.7,  -66.7,     17,   0.20  
   21.3,  25727,  -54.1,  -68.1,     16,   0.19  
   20.0,  26130,  -53.5,  -67.5,     17,   0.22  
   16.4,  27432,  -52.4,  -67.0,     16,   0.28  
   14.9,  28042,  -51.9,  -66.8,     15,   0.32  
   14.3,  28296,  -51.7,  -66.7,     15,   0.34  
   12.9,  28956,  -52.2,  -67.2,     15,   0.35  
   11.2,  29870,  -52.9,  -67.9,     15,   0.37  
   10.8,  30110,  -53.1,  -68.1,     14,   0.37  
