  928.0,    790,    0.2,   -9.8,     47,   1.97  
  925.0,    810,    0.0,  -12.0,     40,   1.66  
  913.0,    914,   -0.6,  -12.2,     41,   1.65  
  878.7,   1219,   -2.5,  -12.8,     45,   1.64  
  872.0,   1280,   -2.9,  -12.9,     46,   1.63  
  850.0,   1483,   -1.9,  -11.9,     46,   1.82  
  838.0,   1597,    0.2,  -16.8,     27,   1.23  
  814.0,   1829,   -0.5,  -14.9,     33,   1.49  
  802.0,   1948,   -0.9,  -13.9,     37,   1.64  
  783.7,   2134,    1.9,  -15.8,     25,   1.43  
  764.0,   2339,    5.0,  -18.0,     17,   1.22  
  754.8,   2438,    4.5,  -18.2,     17,   1.21  
  726.9,   2743,    3.0,  -18.9,     18,   1.19  
  700.0,   3048,    1.4,  -19.6,     19,   1.16  
  685.0,   3222,    0.0,  -19.0,     22,   1.25  
  648.3,   3658,   -2.1,  -30.0,     10,   0.49  
  600.3,   4267,   -5.0,  -45.4,      3,   0.11  
  598.0,   4297,   -5.1,  -46.1,      2,   0.10  
  554.5,   4877,   -9.9,  -46.7,      3,   0.10  
  500.0,   5670,  -16.5,  -47.5,      5,   0.11  
  471.7,   6096,  -20.2,  -49.3,      6,   0.09  
  400.0,   7300,  -30.5,  -54.5,      8,   0.06  
  382.1,   7620,  -33.4,  -55.0,     10,   0.06  
  364.0,   7961,  -36.5,  -55.5,     12,   0.06  
  305.6,   9144,  -46.1,  -56.0,     31,   0.06  
  300.0,   9270,  -47.1,  -56.1,     35,   0.06  
  275.0,   9843,  -50.7,  -57.7,     43,   0.06  
  250.0,  10460,  -55.3,  -62.3,     41,   0.04  
  241.8,  10668,  -56.9,  -63.8,     42,   0.03  
  208.9,  11582,  -64.2,  -70.3,     43,   0.01  
  205.0,  11699,  -65.1,  -71.1,     43,   0.01  
  200.0,  11850,  -65.1,  -71.1,     43,   0.01  
  189.3,  12192,  -63.3,  -69.8,     41,   0.02  
  171.5,  12802,  -60.1,  -67.5,     38,   0.03  
  168.0,  12931,  -59.5,  -67.0,     37,   0.03  
  159.0,  13273,  -57.7,  -65.7,     35,   0.03  
  155.6,  13411,  -57.9,  -65.9,     35,   0.03  
  150.0,  13640,  -58.3,  -66.3,     35,   0.03  
  115.9,  15240,  -61.8,  -69.8,     34,   0.03  
  115.0,  15290,  -61.9,  -69.9,     34,   0.03  
  104.9,  15850,  -65.3,  -72.7,     35,   0.02  
  100.0,  16140,  -67.1,  -74.1,     37,   0.02  
   99.8,  16154,  -67.2,  -74.2,     36,   0.02  
   96.5,  16353,  -68.9,  -75.9,     36,   0.01  
   92.2,  16625,  -68.9,  -75.9,     36,   0.01  
   86.9,  16980,  -66.7,  -73.7,     37,   0.02  
   70.0,  18290,  -64.7,  -71.7,     38,   0.03  
   66.6,  18593,  -64.9,  -71.9,     37,   0.03  
   56.3,  19611,  -65.7,  -72.7,     37,   0.04  
   54.5,  19812,  -63.9,  -71.3,     36,   0.05  
   51.7,  20133,  -61.1,  -69.1,     34,   0.07  
   50.0,  20340,  -60.5,  -68.5,     34,   0.08  
   47.0,  20726,  -60.6,  -68.6,     34,   0.08  
   43.0,  21279,  -60.7,  -68.7,     34,   0.09  
   42.6,  21336,  -60.4,  -68.4,     34,   0.09  
   38.7,  21946,  -57.0,  -65.0,     36,   0.16  
   37.7,  22107,  -56.1,  -64.1,     36,   0.18  
   36.9,  22250,  -56.1,  -64.2,     35,   0.18  
   30.0,  23560,  -56.3,  -65.3,     31,   0.20  
   24.0,  24994,  -55.5,  -65.1,     29,   0.25  
   20.8,  25908,  -55.0,  -64.9,     28,   0.30  
   20.0,  26160,  -54.9,  -64.9,     28,   0.31  
   16.4,  27432,  -52.8,  -63.5,     26,   0.46  
   14.8,  28098,  -51.7,  -62.7,     26,   0.56  
   12.4,  29261,  -53.7,  -64.7,     25,   0.52  
   11.9,  29505,  -54.1,  -65.1,     25,   0.51  
