  907.0,    790,   -1.1,   -2.4,     91,   3.55  
  897.0,    879,    2.0,   -2.0,     75,   3.70  
  890.0,    942,    6.6,   -2.4,     53,   3.62  
  884.0,    998,   13.6,   -1.4,     35,   3.92  
  866.0,   1172,   16.6,   -3.4,     25,   3.45  
  850.0,   1330,   17.0,   -3.0,     25,   3.62  
  830.5,   1524,   15.6,   -4.1,     26,   3.42  
  800.7,   1829,   13.3,   -5.8,     26,   3.12  
  771.9,   2134,   11.0,   -7.5,     27,   2.84  
  744.3,   2438,    8.8,   -9.2,     27,   2.58  
  717.6,   2743,    6.5,  -10.8,     28,   2.34  
  700.0,   2950,    5.0,  -12.0,     28,   2.19  
  639.6,   3658,   -0.8,  -17.8,     26,   1.49  
  591.8,   4267,   -5.7,  -22.7,     25,   1.05  
  547.6,   4877,  -10.7,  -27.7,     23,   0.72  
  506.7,   5486,  -15.7,  -32.6,     22,   0.49  
  500.0,   5590,  -16.5,  -33.5,     22,   0.46  
  467.1,   6096,  -19.7,  -37.3,     19,   0.33  
  449.0,   6391,  -21.5,  -39.5,     18,   0.28  
  400.0,   7230,  -28.9,  -44.9,     20,   0.18  
  378.2,   7620,  -32.5,  -47.6,     21,   0.14  
  330.0,   8570,  -41.1,  -54.1,     23,   0.07  
  303.0,   9144,  -45.4,  -57.5,     24,   0.05  
  300.0,   9210,  -45.9,  -57.9,     24,   0.05  
  251.4,  10363,  -54.4,  -64.5,     28,   0.03  
  250.0,  10400,  -54.7,  -64.7,     28,   0.03  
  239.6,  10668,  -56.5,  -66.2,     28,   0.02  
  206.0,  11618,  -62.7,  -71.7,     29,   0.01  
  200.0,  11800,  -63.3,  -72.3,     29,   0.01  
  197.2,  11887,  -63.4,  -72.4,     28,   0.01  
  195.0,  11956,  -63.5,  -72.5,     28,   0.01  
  182.0,  12381,  -63.9,  -72.9,     28,   0.01  
  161.9,  13106,  -61.8,  -71.5,     27,   0.02  
  159.0,  13219,  -61.5,  -71.2,     26,   0.02  
  150.0,  13580,  -60.5,  -70.5,     26,   0.02  
  141.0,  13965,  -59.9,  -69.9,     26,   0.02  
  133.0,  14326,  -60.5,  -70.3,     26,   0.02  
  114.7,  15240,  -61.9,  -71.3,     27,   0.02  
  109.2,  15545,  -62.4,  -71.7,     28,   0.02  
  104.0,  15850,  -62.9,  -72.0,     28,   0.02  
  100.0,  16090,  -63.3,  -72.3,     29,   0.02  
   94.1,  16459,  -65.0,  -74.0,     28,   0.02  
   86.2,  16995,  -67.5,  -76.5,     27,   0.01  
   85.2,  17069,  -67.4,  -76.4,     27,   0.01  
   75.0,  17838,  -66.1,  -75.1,     27,   0.02  
   73.2,  17983,  -65.3,  -74.3,     28,   0.02  
   70.0,  18260,  -63.7,  -72.7,     28,   0.03  
   67.9,  18447,  -60.9,  -70.9,     26,   0.04  
   60.1,  19202,  -61.4,  -71.4,     25,   0.04  
   53.9,  19875,  -61.9,  -71.9,     25,   0.04  
   50.0,  20340,  -60.1,  -70.1,     26,   0.06  
   42.7,  21336,  -58.1,  -68.5,     25,   0.09  
   31.6,  23238,  -54.3,  -65.3,     25,   0.19  
   30.0,  23570,  -55.3,  -66.3,     24,   0.17  
   24.6,  24834,  -54.1,  -65.1,     25,   0.25  
   20.0,  26150,  -55.9,  -66.9,     24,   0.24  
   19.8,  26213,  -55.7,  -66.7,     24,   0.24  
   18.6,  26613,  -54.5,  -65.5,     24,   0.31  
